wsid,hr,temp,hmdy,wdsp,gust,gbrd
303,0,19.9,95.0,0.7,2.8,0.0
303,1,21.5,94.0,1.0,2.2,0.0
303,23,21.7,88.0,0.5,3.5,0.0
303,11,26.9,76.0,1.3,3.0,642.175
303,13,25.3,68.0,1.8,3.7,2083.265
303,17,27.2,62.0,3.7,8.8,1081.175
303,17,24.7,56.0,2.8,5.6,1858.915
303,17,29.7,63.0,3.5,7.1,2930.637
303,6,18.1,91.0,1.1,1.6,0.0
303,8,19.1,95.0,0.5,1.6,0.0
303,5,23.7,90.0,0.8,1.6,0.0
303,18,20.0,85.0,1.4,5.2,177.861
303,14,22.5,59.0,3.3,7.8,1587.521
303,16,25.5,91.0,0.9,3.3,360.919
303,13,25.7,61.0,1.8,4.5,1894.637
303,21,23.4,64.0,3.3,10.2,61.82
303,22,26.9,75.0,1.8,5.5,9.288
303,10,20.1,76.0,1.5,4.1,182.664
303,6,23.2,83.0,1.6,3.1,0.0
303,18,25.0,93.0,1.4,3.4,161.771
303,18,26.4,78.0,2.5,6.7,680.304
303,7,19.0,74.0,3.1,9.7,0.0
303,3,22.7,96.0,1.2,2.5,0.0
303,15,29.7,48.0,2.9,6.4,2596.014
303,3,16.8,93.0,1.3,2.9,0.0
303,11,26.6,68.0,2.1,4.5,1490.436
303,1,24.7,87.0,1.3,3.0,0.0
303,22,20.7,85.0,0.4,2.5,0.0
303,7,18.0,84.0,1.7,3.5,0.0
303,20,26.3,72.0,2.0,5.9,147.534
303,9,25.0,69.0,3.1,7.0,196.534
303,7,19.6,95.0,0.9,2.1,0.0
303,1,22.7,75.0,3.2,7.7,0.0
303,16,28.9,41.0,2.7,6.7,2558.185
303,0,24.0,78.0,1.5,6.8,0.0
303,18,25.2,67.0,3.1,6.7,750.225
303,0,22.4,75.0,2.6,5.1,0.0
303,23,25.3,80.0,1.4,5.8,0.0
303,22,24.4,71.0,5.1,11.2,0.0
303,4,23.3,91.0,1.0,2.6,0.0
303,22,25.5,83.0,3.8,9.0,0.0
303,4,24.2,80.0,1.9,5.0,0.0
303,20,28.8,71.0,4.4,9.4,1312.672
303,17,21.6,85.0,2.4,4.4,824.158
303,4,19.2,90.0,0.6,2.2,0.0
303,1,25.2,79.0,1.6,4.8,0.0
303,7,23.6,89.0,1.3,4.1,0.0
303,14,32.1,56.0,3.6,8.7,3709.877
303,8,20.4,91.0,0.8,1.5,0.0
303,20,28.1,66.0,3.6,9.3,1277.207
303,5,18.6,93.0,1.0,2.6,0.0
303,0,19.8,90.0,0.7,2.1,0.0
303,16,26.2,59.0,3.7,7.4,2016.176
303,17,28.1,59.0,1.2,5.3,2677.62
303,3,21.1,90.0,0.2,1.9,0.0
303,13,29.5,57.0,2.3,6.8,2414.663
303,17,35.4,42.0,2.9,7.0,3433.832
303,6,24.2,85.0,2.1,7.5,0.0
303,22,24.1,89.0,1.0,2.0,0.0
303,6,22.6,91.0,1.2,4.3,0.0
303,23,23.0,74.0,0.8,2.1,0.0
303,7,23.0,84.0,1.1,7.0,0.0
303,21,27.2,71.0,2.5,7.9,240.907
303,9,24.4,72.0,2.0,5.3,145.544
303,2,24.3,90.0,0.7,3.1,0.0
303,2,25.4,81.0,2.8,7.2,0.0
303,23,24.1,78.0,2.2,9.5,0.0
303,15,27.4,75.0,4.6,8.7,1805.584
303,13,27.2,78.0,1.1,2.1,1758.512
303,0,22.2,89.0,0.3,1.5,0.0
303,14,27.0,74.0,0.9,2.5,1105.835
303,17,29.3,59.0,3.9,8.2,3481.784
303,8,25.6,80.0,1.1,3.0,0.0
303,6,14.9,92.0,0.8,3.0,0.0
303,5,19.3,94.0,1.6,2.3,0.0
303,15,27.2,64.0,3.5,8.4,992.157
303,4,20.9,82.0,0.6,1.7,0.0
303,16,25.7,63.0,2.8,6.5,1647.042
303,19,30.2,61.0,4.1,9.1,1784.792
303,13,26.6,65.0,1.7,3.4,2047.336
303,12,19.8,93.0,2.1,5.9,424.966
303,1,18.9,84.0,1.5,3.8,0.0
303,15,25.6,91.0,1.5,5.4,426.925
303,9,21.5,92.0,0.9,2.1,3.36
303,20,23.9,69.0,1.4,4.4,176.155
303,6,25.2,70.0,3.3,6.5,0.0
303,3,19.2,93.0,1.3,3.4,0.0
303,16,32.3,56.0,4.0,8.9,3149.475
303,1,22.0,94.0,1.1,3.0,0.0
303,15,25.9,66.0,4.3,8.6,3280.369
303,9,18.7,97.0,1.4,2.5,0.0
303,7,24.4,95.0,0.8,2.2,0.0
303,6,21.1,96.0,0.5,2.0,0.0
303,15,25.8,62.0,2.6,7.4,2533.323
303,17,25.4,70.0,2.2,4.4,1134.565
303,2,22.7,80.0,1.5,5.2,0.0
303,0,25.3,83.0,2.5,5.6,0.0
303,18,22.4,55.0,1.8,4.9,606.847
303,21,27.6,70.0,3.5,9.0,323.14
303,18,29.8,60.0,4.6,11.3,2495.7
303,10,21.6,88.0,1.8,3.2,649.518
303,7,22.7,95.0,0.9,2.0,0.0
303,18,26.4,60.0,1.8,4.2,1230.4
303,13,30.1,53.0,4.0,10.4,3254.21
303,11,19.8,83.0,1.6,3.1,543.116
303,23,22.4,81.0,1.6,5.7,0.0
303,7,15.9,97.0,1.1,3.2,0.0
303,19,27.1,68.0,5.7,13.2,1669.065
303,19,25.1,59.0,2.7,5.6,1135.5
303,2,23.2,93.0,0.7,1.6,0.0
303,19,33.6,50.0,2.6,5.5,1263.049
303,21,23.0,79.0,1.7,3.8,2.645
303,0,17.1,96.0,1.0,1.4,0.0
303,11,28.1,63.0,1.8,4.4,1384.303
303,13,25.9,62.0,2.9,8.0,1815.388
303,3,22.9,91.0,1.5,3.1,0.0
303,7,15.1,95.0,0.7,3.9,0.0
303,14,27.5,64.0,3.1,6.7,3827.212
303,4,21.8,85.0,1.9,4.8,0.0
303,22,26.9,74.0,1.6,4.3,0.0
303,11,22.7,59.0,0.9,2.4,1323.064
303,0,23.1,94.0,0.9,1.7,0.0
303,6,23.7,89.0,0.1,0.7,0.0
303,20,27.9,70.0,3.3,8.3,1093.18
303,13,30.0,66.0,1.6,4.0,1591.097
303,9,23.6,96.0,0.6,1.3,9.803
303,8,22.6,97.0,0.9,1.5,0.0
303,6,18.5,97.0,0.8,1.6,0.0
303,2,24.4,79.0,2.3,6.8,0.0
303,11,20.5,65.0,2.5,6.0,856.97
303,15,27.0,52.0,4.1,8.7,3525.686
303,8,20.0,97.0,0.8,1.8,0.0
303,13,29.2,53.0,3.6,7.4,2563.478
303,2,19.6,93.0,0.9,1.6,0.0
303,20,24.3,78.0,3.2,7.5,156.532
303,4,17.3,96.0,1.1,2.3,0.0
303,21,27.5,69.0,3.3,8.0,333.618
303,0,24.4,79.0,1.8,7.8,0.0
303,23,20.7,57.0,0.9,4.2,0.0
303,14,26.6,80.0,1.8,5.0,1163.288
303,7,21.7,93.0,0.9,1.5,0.0
303,20,27.8,70.0,3.0,5.8,1230.053
303,18,29.6,63.0,3.2,8.2,2192.639
303,2,25.0,79.0,3.1,7.5,0.0
303,4,26.1,85.0,2.4,5.3,0.0
303,6,25.6,84.0,1.4,2.7,0.0
303,8,18.6,73.0,1.7,5.0,0.0
303,23,20.4,91.0,0.8,2.6,0.0
303,3,19.0,86.0,0.7,1.8,0.0
303,10,21.2,78.0,1.7,4.9,280.314
303,17,23.2,88.0,1.5,5.7,793.628
303,20,29.3,70.0,3.9,8.1,725.184
303,13,29.3,74.0,1.1,4.1,1876.046
303,15,33.8,48.0,3.9,7.4,3796.449
303,23,22.4,82.0,1.8,4.3,0.0
303,18,24.6,83.0,2.4,6.6,665.133
303,5,14.9,93.0,1.2,2.3,0.0
303,1,24.3,78.0,2.0,4.9,0.0
303,10,19.8,97.0,0.9,2.4,119.68
303,22,22.8,78.0,3.2,9.1,0.0
303,0,24.4,79.0,1.4,4.9,0.0
303,12,30.0,63.0,0.9,3.0,2069.975
303,15,26.3,53.0,3.9,8.0,2985.955
303,5,20.8,74.0,1.2,3.5,0.0
303,12,25.0,65.0,2.6,6.0,1438.966
303,16,31.6,58.0,3.8,8.2,3133.98
303,8,20.8,83.0,1.0,3.6,0.0
303,5,26.2,75.0,2.3,7.2,0.0
303,4,22.6,80.0,2.0,4.7,0.0
303,15,27.7,60.0,3.0,6.5,1711.264
303,17,28.2,47.0,3.0,6.8,2229.665
303,21,25.0,81.0,1.6,4.4,0.0
303,5,19.3,96.0,1.0,1.9,0.0
303,19,21.6,57.0,3.9,10.8,624.963
303,19,26.2,70.0,2.9,6.8,733.083
303,12,27.5,71.0,2.3,4.7,1951.864
303,5,22.7,77.0,3.3,8.6,0.0
303,16,25.7,61.0,2.9,6.0,2355.975
303,23,23.5,89.0,0.8,4.0,0.0
303,10,19.9,97.0,1.0,2.5,132.542
303,9,24.3,71.0,3.2,8.3,304.3
303,11,26.2,69.0,3.8,10.3,1655.857
303,4,22.8,95.0,0.7,2.4,0.0
303,3,23.7,87.0,1.3,3.2,0.0
303,23,24.3,71.0,3.9,8.8,0.0
303,20,26.3,68.0,3.3,6.8,942.366
303,20,26.4,71.0,2.6,7.5,635.308
303,1,25.1,79.0,2.9,6.1,0.0
303,8,19.9,97.0,0.8,2.8,0.0
303,5,24.6,74.0,3.1,7.9,0.0
303,16,21.5,65.0,2.8,6.5,759.476
303,14,29.1,42.0,1.6,5.6,2476.641
303,12,28.7,54.0,3.0,9.4,2603.968
303,5,25.6,85.0,1.8,4.0,0.0
303,1,17.1,96.0,0.9,1.5,0.0
303,14,25.7,54.0,2.0,5.8,2059.824
303,8,18.1,91.0,1.2,3.1,0.0
303,5,22.9,95.0,0.8,1.9,0.0
303,1,23.4,74.0,2.8,7.0,0.0
303,18,31.5,58.0,3.9,8.4,2525.057
303,21,27.2,76.0,1.8,6.9,71.839
303,2,25.7,85.0,2.2,5.0,0.0
303,12,25.1,72.0,1.1,2.5,904.015
303,10,22.4,85.0,2.4,5.7,236.428
303,3,22.7,96.0,0.1,1.5,0.0
303,23,25.5,86.0,0.5,1.7,0.0
303,23,22.7,94.0,1.4,5.0,0.0
303,16,30.3,54.0,4.0,9.0,3843.841
303,17,32.9,49.0,3.4,7.8,2991.194
303,15,32.5,52.0,3.2,7.1,3870.775
303,5,17.9,95.0,0.9,2.1,0.0
303,21,22.2,67.0,2.0,7.8,3.596
303,11,21.2,88.0,0.8,1.7,370.279
303,19,29.7,63.0,3.6,8.1,1230.474
303,14,23.9,59.0,1.5,3.3,1545.961
303,8,23.2,96.0,0.4,1.5,0.0
303,18,24.7,72.0,2.9,6.1,1585.418
303,13,21.6,61.0,3.9,10.3,1626.363
303,0,19.5,87.0,0.7,2.6,0.0
303,9,14.4,94.0,1.5,3.2,0.0
303,4,18.0,89.0,1.3,3.3,0.0
303,11,26.2,77.0,2.5,6.2,1461.573
303,11,24.3,72.0,4.1,9.4,1147.586
303,10,18.5,92.0,1.9,3.4,39.305
303,16,28.7,47.0,3.3,8.2,2642.408
303,5,20.5,94.0,0.7,2.5,0.0
303,2,21.8,88.0,1.2,2.3,0.0
303,20,26.8,61.0,3.7,7.9,872.8
303,10,22.9,95.0,1.2,2.1,313.188
303,17,23.9,55.0,4.5,9.9,1697.612
303,9,20.0,96.0,0.7,1.3,0.0
303,8,23.3,95.0,1.7,4.2,0.0
303,20,24.2,70.0,4.1,7.5,748.2
303,5,17.7,95.0,0.6,1.3,0.0
303,13,22.1,83.0,2.0,3.5,1071.558
303,21,25.3,91.0,1.6,7.3,53.242
303,7,26.2,79.0,3.0,8.1,0.0
303,17,23.6,68.0,2.2,5.0,1467.572
303,2,23.4,85.0,1.4,4.6,0.0
303,12,23.6,74.0,2.0,5.6,578.752
303,21,22.9,73.0,4.3,10.9,38.894
303,18,25.3,86.0,1.6,3.7,465.335
303,12,24.1,64.0,2.8,7.2,1712.012
303,17,23.3,72.0,1.7,3.7,1111.857
303,5,22.1,88.0,1.4,4.2,0.0
303,21,25.0,77.0,2.3,6.0,428.117
303,17,30.3,37.0,3.9,9.6,2796.845
303,2,17.9,95.0,0.7,1.7,0.0
303,9,22.9,95.0,0.9,2.5,2.366
303,13,27.5,49.0,1.1,3.7,2472.01
303,3,24.5,86.0,1.6,4.2,0.0
303,5,22.4,92.0,0.6,1.0,0.0
303,8,21.3,89.0,1.2,5.2,0.0
303,4,20.9,71.0,4.2,12.1,0.0
303,18,24.0,70.0,2.8,5.7,779.59
303,13,27.9,44.0,4.4,9.1,3018.432
303,11,26.2,80.0,1.3,3.5,1090.364
303,1,19.7,95.0,1.4,2.5,0.0
303,18,26.5,58.0,3.0,7.5,1283.295
303,7,18.8,97.0,0.7,1.7,0.0
303,4,15.9,97.0,0.9,1.6,0.0
303,11,21.4,82.0,1.2,3.2,578.425
303,19,29.3,67.0,4.7,10.3,2165.474
303,4,18.5,94.0,0.7,1.4,0.0
303,7,19.2,91.0,0.9,2.2,0.0
303,21,22.6,80.0,1.0,3.1,26.047
303,9,16.8,97.0,1.1,2.3,0.0
303,17,28.6,66.0,3.1,5.8,3380.57
303,15,27.6,62.0,2.4,4.9,3930.98
303,14,28.4,64.0,5.0,10.6,3619.955
303,20,25.1,63.0,3.5,8.6,637.201
303,20,22.2,75.0,1.7,4.6,266.74
303,8,21.7,93.0,0.5,2.5,0.0
303,3,19.0,82.0,0.8,1.9,0.0
303,12,26.2,69.0,2.2,4.4,1677.354
303,19,27.4,69.0,2.1,5.7,1457.554
303,0,20.1,93.0,0.7,1.8,0.0
303,6,23.5,85.0,2.0,5.9,0.0
303,16,22.2,87.0,1.5,4.8,722.017
303,14,29.6,52.0,3.6,7.7,2688.222
303,13,26.6,57.0,2.3,7.0,1948.931
303,18,22.9,74.0,2.5,6.1,1337.492
303,23,23.0,80.0,1.8,5.8,0.0
303,1,18.0,94.0,0.3,1.1,0.0
303,2,22.0,95.0,0.7,3.7,0.0
303,5,22.9,96.0,1.4,2.8,0.0
303,9,21.1,94.0,0.6,2.4,6.771
303,8,23.9,84.0,1.6,3.6,0.0
303,16,29.1,58.0,5.1,11.5,3511.239
303,10,24.8,87.0,1.0,2.5,369.901
303,22,22.9,76.0,2.1,5.1,0.0
303,20,24.4,67.0,1.6,4.9,223.368
303,8,21.6,90.0,0.9,2.8,0.0
303,0,24.1,81.0,1.9,5.1,0.0
303,5,23.5,83.0,2.1,5.7,0.0
303,20,28.0,64.0,3.6,7.3,1310.752
303,7,23.3,92.0,1.2,3.9,0.0
303,3,22.5,90.0,1.0,4.0,0.0
303,21,23.2,83.0,2.4,6.0,33.667
303,3,23.7,94.0,0.9,1.8,0.0
303,9,22.6,97.0,0.7,2.6,7.26
303,13,26.1,58.0,0.7,3.5,2062.675
303,5,20.7,87.0,1.3,3.4,0.0
303,2,20.4,89.0,1.6,2.9,0.0
303,4,22.5,91.0,2.3,7.7,0.0
303,5,24.0,88.0,2.2,4.8,0.0
303,16,25.7,51.0,4.6,9.5,3461.175
303,21,22.5,69.0,1.5,4.6,20.095
303,23,21.0,83.0,0.9,2.0,0.0
303,5,25.0,74.0,3.0,7.0,0.0
303,16,33.0,51.0,2.7,6.5,2929.811
303,17,28.4,68.0,2.7,6.2,2531.122
303,7,22.3,96.0,0.7,2.3,0.0
303,3,22.3,96.0,0.8,2.0,0.0
303,7,21.0,93.0,0.7,3.0,0.0
303,15,32.6,51.0,3.8,7.5,3933.404
303,2,21.2,95.0,1.1,2.2,0.0
303,6,23.2,96.0,0.6,2.8,0.0
303,8,18.3,91.0,0.3,2.9,0.0
303,2,19.4,82.0,0.7,2.1,0.0
303,6,21.8,95.0,0.9,2.7,0.0
303,21,25.6,79.0,1.0,4.0,21.973
303,15,33.0,39.0,3.5,7.0,3886.963
303,7,23.5,95.0,1.1,2.9,0.0
303,11,24.8,60.0,2.7,7.6,1448.47
303,1,20.0,95.0,0.6,1.3,0.0
303,20,26.3,78.0,1.6,5.3,175.143
303,18,21.5,62.0,4.7,11.0,626.872
303,17,30.1,63.0,4.7,9.5,3491.682
303,21,27.7,73.0,2.1,6.0,37.496
303,8,24.8,82.0,1.5,6.1,0.0
303,4,23.8,84.0,2.5,6.6,0.0
303,12,27.1,62.0,3.2,6.9,1264.84
303,20,25.4,56.0,3.7,9.1,575.281
303,1,25.3,80.0,1.6,3.8,0.0
303,6,23.0,91.0,1.2,2.5,0.0
303,23,26.0,67.0,2.3,7.3,0.0
303,9,23.1,97.0,0.6,3.0,39.599
303,3,19.6,81.0,1.1,4.5,0.0
303,18,25.6,59.0,3.3,7.4,1622.421
303,22,25.7,71.0,3.9,13.0,21.386
303,22,26.4,75.0,1.5,4.7,2.143
303,3,23.3,95.0,0.5,1.7,0.0
303,12,24.5,62.0,1.3,3.9,1702.305
303,5,22.9,94.0,0.4,1.2,0.0
303,14,22.7,81.0,3.1,8.4,1307.48
303,1,20.8,85.0,0.5,2.1,0.0
303,20,27.5,76.0,1.5,6.4,1042.361
303,9,19.9,83.0,2.3,5.5,0.0
303,19,25.6,76.0,2.3,6.0,961.873
303,17,29.3,54.0,3.5,7.4,2276.508
303,14,26.7,74.0,2.4,5.0,1241.493
303,12,23.5,77.0,1.6,2.6,644.805
303,4,26.0,81.0,1.8,6.3,0.0
303,20,27.9,70.0,3.3,8.9,332.855
303,16,29.7,42.0,3.7,7.5,2531.219
303,19,26.9,52.0,3.1,7.1,1810.982
303,19,30.4,45.0,1.6,5.1,832.392
303,21,25.0,80.0,3.1,8.7,95.152
303,23,19.1,96.0,0.5,1.0,0.0
303,8,26.4,77.0,2.9,6.7,0.0
303,6,22.5,96.0,1.0,1.8,0.0
303,2,22.8,90.0,2.5,7.1,0.0
303,1,18.1,92.0,1.1,1.8,0.0
303,22,20.6,61.0,2.4,8.3,0.0
303,11,21.5,83.0,1.4,3.1,1086.924
303,6,20.8,96.0,1.0,2.7,0.0
303,8,17.2,97.0,1.1,2.5,0.0
303,4,23.2,81.0,1.5,9.9,0.0
303,6,16.6,93.0,0.9,1.6,0.0
303,7,19.1,96.0,1.2,5.0,0.0
303,3,22.3,79.0,1.8,4.6,0.0
303,20,23.3,68.0,1.7,5.1,280.949
303,5,16.9,91.0,0.8,1.4,0.0
303,9,17.8,96.0,1.2,2.5,0.0
303,8,18.0,96.0,1.0,2.9,0.0
303,4,22.2,80.0,1.0,4.3,0.0
303,22,16.7,89.0,0.5,1.5,0.0
303,23,18.9,86.0,1.3,3.6,0.0
303,13,27.1,56.0,3.8,9.4,2074.427
303,4,15.2,93.0,1.3,3.0,0.0
303,21,23.4,79.0,1.4,3.6,5.239
303,13,30.5,58.0,2.5,5.8,2188.849
303,0,21.2,80.0,0.7,6.5,0.0
303,3,19.1,85.0,1.0,2.5,0.0
303,2,23.6,86.0,2.6,6.0,0.0
303,9,18.4,84.0,1.0,2.9,15.816
303,14,25.9,47.0,3.0,7.7,2844.415
303,0,24.0,91.0,1.0,3.1,0.0
303,12,27.3,71.0,1.6,2.8,1380.82
303,18,26.2,70.0,2.9,6.4,1563.095
303,10,22.6,68.0,1.6,3.4,1115.312
303,3,24.4,84.0,1.3,4.0,0.0
303,8,19.1,92.0,1.3,2.7,0.0
303,10,20.3,85.0,0.6,2.1,253.901
303,2,22.8,96.0,0.8,1.6,0.0
303,2,16.2,96.0,1.0,1.5,0.0
303,9,18.2,96.0,0.5,1.9,0.0
303,21,22.6,61.0,2.6,9.5,3.018
303,0,22.9,81.0,1.3,4.9,0.0
303,22,27.4,77.0,0.9,3.3,0.0
303,1,25.5,84.0,2.1,4.7,0.0
303,16,29.3,55.0,4.1,8.6,3526.605
303,14,27.1,45.0,3.7,8.9,3402.496
303,6,23.9,82.0,1.5,3.2,0.0
303,3,22.4,79.0,2.9,8.5,0.0
303,18,21.8,70.0,3.2,11.1,635.195
303,16,29.6,63.0,3.1,7.7,2992.783
303,5,19.0,96.0,1.1,3.0,0.0
303,1,23.1,81.0,0.9,1.8,0.0
303,7,21.4,86.0,3.1,7.6,0.0
303,17,27.9,68.0,2.4,5.7,2387.88
303,0,22.4,83.0,2.0,5.5,0.0
303,10,25.9,90.0,0.3,1.0,347.15
303,4,18.5,96.0,0.9,1.9,0.0
303,17,28.5,71.0,3.1,7.1,3527.17
303,22,23.2,83.0,1.9,4.9,0.0
303,8,24.5,89.0,3.5,6.9,0.0
303,1,20.9,78.0,2.1,7.1,0.0
303,4,22.3,87.0,2.5,7.6,0.0
303,15,24.7,84.0,2.9,6.4,1238.502
303,5,17.9,89.0,1.2,3.0,0.0
303,3,17.8,96.0,0.7,1.5,0.0
303,20,24.2,59.0,2.6,6.3,552.324
303,21,23.3,72.0,1.7,5.3,0.215
303,8,24.9,80.0,1.5,5.4,0.0
303,1,22.4,79.0,1.2,3.6,0.0
303,3,16.7,97.0,0.5,1.2,0.0
303,11,25.5,80.0,1.6,4.1,1184.862
303,8,16.4,95.0,1.0,2.3,0.0
303,12,27.8,70.0,2.1,3.8,2248.755
303,10,22.6,97.0,0.8,2.2,149.649
303,2,22.2,91.0,0.7,2.5,0.0
303,9,24.8,82.0,3.1,6.4,245.048
303,20,25.2,74.0,2.4,7.0,200.106
303,0,25.4,84.0,1.4,4.9,0.0
303,22,25.5,83.0,2.8,8.7,10.241
303,21,24.0,72.0,1.3,6.0,1.837
303,3,23.3,95.0,0.8,1.7,0.0
303,22,25.3,82.0,2.0,4.9,0.0
303,10,24.5,87.0,1.0,3.1,509.703
303,17,27.5,66.0,3.5,6.8,1939.045
303,6,23.0,82.0,2.4,6.3,0.0
303,10,18.5,93.0,1.1,2.2,96.197
303,17,27.1,79.0,2.1,5.5,1906.591
303,16,33.2,50.0,3.7,7.3,3429.972
303,18,29.2,63.0,3.6,8.1,2041.723
303,20,25.7,70.0,2.6,5.5,147.69
303,10,23.1,82.0,1.6,4.0,114.979
303,16,23.9,58.0,3.3,7.4,3355.124
303,9,17.5,95.0,0.5,2.3,0.0
303,8,22.3,94.0,0.4,2.5,0.0
303,17,35.0,49.0,3.0,7.7,3417.78
303,6,17.4,95.0,0.9,1.4,0.0
303,7,17.1,96.0,1.0,1.8,0.0
303,6,25.4,82.0,1.4,3.9,0.0
303,6,21.1,92.0,1.3,3.0,0.0
303,0,24.7,92.0,1.1,4.8,0.0
303,1,25.3,79.0,1.7,4.1,0.0
303,11,26.4,68.0,1.5,4.2,1797.809
303,21,26.4,69.0,3.9,9.0,458.218
303,13,26.4,54.0,3.2,7.1,2500.557
303,19,26.3,69.0,3.3,7.3,2002.96
303,19,19.4,62.0,4.2,14.6,567.374
303,9,22.7,96.0,1.2,3.1,11.713
303,6,19.1,96.0,0.8,1.8,0.0
303,9,22.9,96.0,0.4,3.7,15.635
303,6,24.6,89.0,3.5,7.9,0.0
303,12,21.7,88.0,4.4,10.1,1613.653
303,14,29.4,57.0,3.1,7.8,2642.214
303,16,25.4,68.0,2.7,5.6,2343.371
303,2,24.2,93.0,2.7,6.0,0.0
303,10,22.3,87.0,1.0,2.5,335.566
303,11,28.4,59.0,3.9,6.9,1518.901
303,23,22.6,90.0,1.2,4.9,0.0
303,12,26.0,76.0,2.0,4.5,518.125
303,6,22.1,95.0,0.8,2.0,0.0
303,3,23.4,91.0,0.8,1.7,0.0
303,8,25.0,85.0,2.0,4.9,0.0
303,13,24.8,54.0,2.0,5.2,1980.543
303,14,28.4,53.0,3.6,8.7,2428.813
303,15,26.4,58.0,2.9,7.9,2384.678
303,8,21.4,88.0,0.4,1.1,0.0
303,0,26.0,81.0,3.4,7.2,0.0
303,11,24.2,66.0,2.7,6.7,1092.876
303,9,22.1,96.0,1.0,2.0,4.493
303,0,25.2,91.0,1.6,4.9,0.0
303,8,19.7,93.0,1.1,3.3,0.0
303,6,22.9,94.0,0.4,1.2,0.0
303,13,24.2,56.0,3.4,9.7,2110.647
303,8,17.7,96.0,1.0,2.6,0.0
303,23,20.2,95.0,0.6,1.7,0.0
303,20,26.6,74.0,3.5,9.2,631.117
303,22,23.8,91.0,1.8,5.9,0.0
303,6,16.3,89.0,1.2,4.2,0.0
303,3,20.2,94.0,1.1,2.0,0.0
303,20,25.3,65.0,5.0,10.8,555.467
303,5,21.7,92.0,6.0,17.7,0.0
303,4,23.6,88.0,0.5,3.3,0.0
303,21,27.8,72.0,1.4,3.5,169.074
303,18,19.8,61.0,5.5,14.6,1039.042
303,15,31.0,59.0,3.2,7.0,1697.768
303,14,24.1,67.0,2.4,5.0,1329.916
303,10,22.3,73.0,2.8,5.9,742.003
303,19,31.5,67.0,2.5,6.1,1241.926
303,6,22.5,96.0,0.5,1.6,0.0
303,12,23.9,89.0,2.1,5.4,475.025
303,23,23.5,80.0,1.7,3.7,0.0
303,23,25.8,78.0,2.1,6.0,0.0
303,2,23.8,82.0,1.2,5.1,0.0
303,18,19.2,85.0,1.0,5.9,233.374
303,10,24.8,67.0,1.5,2.9,271.071
303,19,31.3,59.0,3.4,7.8,1824.518
303,13,27.3,51.0,2.7,5.9,2068.187
303,9,19.0,74.0,3.6,14.0,0.0
303,17,25.4,66.0,2.1,4.9,2066.699
303,16,23.7,59.0,5.0,10.9,3254.303
303,17,31.7,54.0,3.9,8.6,3003.14
303,4,23.5,96.0,1.1,1.7,0.0
303,22,23.6,80.0,3.6,8.7,0.0
303,23,22.1,96.0,0.8,2.0,0.0
303,14,27.0,57.0,3.7,9.1,2350.066
303,3,21.0,93.0,0.7,1.8,0.0
303,12,25.2,72.0,1.7,3.5,1413.5
303,19,22.9,89.0,2.9,8.5,403.126
303,20,25.8,73.0,2.9,8.0,247.595
303,21,26.7,70.0,2.9,6.9,481.745
303,23,24.0,79.0,0.8,6.8,0.0
303,9,20.2,79.0,1.7,4.7,20.285
303,1,25.8,86.0,0.8,2.9,0.0
303,12,27.5,68.0,1.3,3.3,1886.072
303,13,30.1,52.0,3.3,7.3,3182.466
303,5,20.2,90.0,0.4,6.9,0.0
303,9,21.5,85.0,1.9,5.7,0.0
303,12,29.8,49.0,2.2,6.2,2966.924
303,18,31.1,35.0,4.0,10.7,1896.086
303,14,29.2,44.0,2.5,6.6,3320.423
303,11,27.6,76.0,1.3,3.6,1180.835
303,6,22.1,96.0,1.1,1.9,0.0
303,8,16.8,90.0,1.5,3.5,0.0
303,17,26.1,81.0,2.1,5.6,820.757
303,2,18.5,92.0,1.0,2.8,0.0
303,18,29.5,60.0,3.3,9.3,2218.938
303,16,28.1,57.0,3.5,8.4,2784.443
303,15,25.4,79.0,1.6,4.4,1360.087
303,5,21.7,80.0,1.4,3.4,0.0
303,6,19.8,91.0,1.2,2.4,0.0
303,20,26.0,65.0,2.8,8.1,206.007
303,8,18.9,96.0,0.8,1.7,0.0
303,23,25.2,83.0,1.2,3.5,0.0
303,13,25.0,63.0,2.1,4.5,1644.561
303,13,31.8,56.0,2.5,6.0,2772.874
303,3,20.9,83.0,0.3,2.1,0.0
303,21,23.0,76.0,3.5,11.9,51.961
303,5,23.4,94.0,1.4,2.6,0.0
303,18,30.0,62.0,4.3,10.5,2934.883
303,22,26.3,77.0,1.4,4.9,2.573
303,8,17.3,90.0,0.6,2.3,0.0
303,2,18.2,96.0,0.6,2.4,0.0
303,8,22.5,92.0,0.8,3.0,0.0
303,18,27.7,55.0,3.4,7.7,1590.318
303,3,21.1,93.0,0.6,2.3,0.0
303,16,29.3,60.0,3.5,9.4,3468.825
303,1,23.1,72.0,1.7,6.9,0.0
303,19,28.6,73.0,2.8,7.1,1440.166
303,20,22.6,94.0,2.2,6.0,34.958
303,0,26.4,74.0,2.9,8.6,0.0
303,10,27.1,71.0,1.5,5.3,163.742
303,22,24.0,63.0,1.6,4.6,0.0
303,14,27.5,52.0,3.6,10.7,3217.14
303,23,19.5,86.0,0.8,4.0,0.0
303,23,22.0,96.0,1.1,4.9,0.0
303,14,31.8,48.0,3.7,8.5,3595.112
303,17,21.6,42.0,3.6,7.7,2207.966
303,7,24.8,87.0,1.6,5.7,0.0
