wsid,hr,temp,hmdy,wdsp,gust,gbrd
303,23,23.9,94.0,1.5,3.4,0.0
303,6,19.0,94.0,1.0,2.0,0.0
303,18,31.2,59.0,4.3,9.1,3005.602
303,9,18.5,71.0,1.9,5.2,0.0
303,2,21.0,88.0,0.9,2.8,0.0
303,23,22.0,77.0,1.4,3.2,0.0
303,10,25.2,65.0,1.3,2.9,627.179
303,22,23.4,78.0,1.0,2.9,0.0
303,13,29.1,65.0,3.1,7.2,1417.633
303,18,24.4,79.0,2.0,4.2,749.832
303,5,22.0,96.0,1.0,2.0,0.0
303,6,21.9,95.0,1.3,3.4,0.0
303,19,28.6,61.0,3.9,8.2,1314.168
303,11,27.9,63.0,4.0,8.4,1668.021
303,6,21.1,80.0,0.7,2.5,0.0
303,4,23.3,94.0,0.6,1.3,0.0
303,2,18.9,97.0,1.3,2.1,0.0
303,4,21.6,89.0,1.6,3.4,0.0
303,9,19.1,87.0,1.3,5.8,1.347
303,20,26.3,74.0,2.4,6.8,489.075
303,5,23.6,76.0,2.6,6.7,0.0
303,21,26.2,79.0,1.2,4.1,168.696
303,8,18.6,96.0,0.8,1.9,0.0
303,21,25.6,82.0,1.4,3.9,14.214
303,1,18.9,84.0,1.0,1.8,0.0
303,3,24.5,75.0,2.6,8.3,0.0
303,16,30.5,56.0,3.5,6.9,3093.869
303,2,25.5,83.0,2.2,5.7,0.0
303,0,24.4,80.0,1.9,5.1,0.0
303,14,25.0,73.0,1.6,4.8,1086.932
303,18,27.7,62.0,3.1,7.4,1899.346
303,8,15.7,88.0,1.6,6.1,0.0
303,12,24.4,64.0,2.0,4.3,2155.308
303,15,27.4,49.0,4.4,9.3,3394.632
303,21,25.2,77.0,2.4,5.2,9.079
303,13,24.8,55.0,2.9,5.8,1921.213
303,17,24.9,62.0,3.3,6.4,3056.803
303,5,22.3,95.0,0.8,2.5,0.0
303,17,26.4,61.0,3.5,9.4,2530.14
303,6,15.8,84.0,1.2,2.4,0.0
303,15,31.3,54.0,2.9,7.5,2856.532
303,9,20.8,94.0,1.0,1.8,57.064
303,1,22.8,89.0,1.8,4.6,0.0
303,17,29.5,61.0,3.3,6.7,2467.223
303,1,24.5,94.0,0.9,1.5,0.0
303,13,28.6,68.0,2.2,6.0,2336.34
303,10,25.2,75.0,1.5,4.4,628.698
303,13,26.9,59.0,2.5,7.4,1976.426
303,2,20.3,72.0,1.9,5.0,0.0
303,3,23.7,96.0,0.8,3.3,0.0
303,12,28.4,68.0,1.4,2.8,1690.831
303,1,25.2,82.0,1.8,4.7,0.0
303,23,22.3,78.0,2.1,6.6,0.0
303,8,18.6,96.0,1.6,3.3,0.0
303,19,26.1,72.0,2.0,5.3,1687.111
303,11,26.4,85.0,1.4,3.1,939.861
303,7,17.2,93.0,1.1,2.2,0.0
303,19,23.6,60.0,3.1,7.8,1277.64
303,1,22.3,73.0,1.3,5.8,0.0
303,19,28.1,60.0,2.6,6.9,990.015
303,22,20.9,61.0,3.1,8.7,0.0
303,23,23.3,77.0,1.6,5.3,0.0
303,6,18.9,90.0,1.3,3.5,0.0
303,20,25.7,76.0,3.3,9.9,200.835
303,6,20.1,94.0,1.0,2.6,0.0
303,15,30.5,52.0,3.0,8.0,3439.503
303,13,19.5,94.0,0.8,2.9,661.709
303,12,27.2,77.0,2.6,6.4,497.302
303,16,28.8,70.0,3.0,6.4,3665.453
303,9,18.9,89.0,0.9,2.5,11.23
303,11,21.6,88.0,1.4,3.2,311.331
303,22,25.0,71.0,3.5,10.5,0.0
303,15,28.0,66.0,2.8,7.8,2887.23
303,6,23.1,72.0,2.2,6.2,0.0
303,20,28.6,56.0,3.6,8.9,1270.784
303,5,16.2,97.0,1.3,2.5,0.0
303,16,24.7,49.0,4.0,10.0,2626.555
303,12,21.0,93.0,1.7,3.6,676.425
303,19,27.2,50.0,2.5,6.9,1234.552
303,9,17.2,96.0,1.7,2.9,0.0
303,15,23.4,91.0,2.3,7.5,301.784
303,5,25.0,90.0,1.8,4.4,0.0
303,5,18.1,96.0,0.7,2.1,0.0
303,6,24.0,85.0,1.3,4.2,0.0
303,4,24.5,87.0,0.8,3.4,0.0
303,22,24.1,83.0,0.8,3.5,0.0
303,22,19.6,73.0,1.3,4.4,0.0
303,5,19.8,96.0,1.3,2.7,0.0
303,12,24.2,69.0,1.8,3.8,1424.375
303,9,18.5,90.0,1.1,3.1,2.228
303,10,20.0,97.0,0.9,2.1,503.257
303,20,24.9,71.0,1.7,6.4,487.47
303,5,18.1,96.0,0.4,1.9,0.0
303,10,18.9,92.0,1.4,3.7,53.383
303,5,22.7,71.0,1.0,5.3,0.0
303,21,23.7,83.0,2.2,5.1,0.636
303,18,26.0,51.0,3.3,7.4,2274.307
303,2,17.3,90.0,1.7,3.4,0.0
303,11,24.1,77.0,1.2,3.2,1192.707
303,13,24.9,56.0,4.4,8.3,2640.628
303,1,23.9,93.0,0.6,3.3,0.0
303,20,24.3,77.0,1.9,5.0,413.713
303,9,17.9,97.0,1.0,2.5,0.0
303,20,27.7,77.0,1.4,5.2,175.614
303,17,30.3,66.0,4.3,8.1,2544.279
303,19,23.1,94.0,1.2,2.8,140.387
303,4,21.0,84.0,1.4,5.8,0.0
303,18,30.4,58.0,4.5,10.6,2158.561
303,22,22.6,78.0,2.9,8.2,0.0
303,8,22.9,90.0,0.7,3.4,0.0
303,12,25.9,71.0,1.2,2.8,1301.789
303,19,25.6,83.0,1.9,5.6,746.716
303,18,29.2,71.0,3.3,8.1,840.805
303,4,20.2,96.0,1.0,3.5,0.0
303,17,30.7,62.0,3.7,8.4,2168.302
303,15,21.1,90.0,1.3,3.8,738.33
303,6,21.9,81.0,2.1,4.2,0.0
303,1,24.0,93.0,2.3,5.5,0.0
303,5,17.8,86.0,1.4,3.1,0.0
303,19,25.0,85.0,1.8,6.2,326.471
303,18,27.3,64.0,4.4,9.7,2372.272
303,21,24.8,58.0,2.4,6.6,6.165
303,7,18.8,92.0,1.0,2.3,0.0
303,9,25.0,77.0,1.7,4.0,5.72
303,22,22.1,80.0,1.6,3.8,0.0
303,2,24.3,81.0,1.0,7.1,0.0
303,13,23.5,62.0,1.2,3.7,1974.685
303,12,29.6,58.0,3.7,7.9,2421.125
303,15,29.2,42.0,3.3,8.1,3014.062
303,19,25.6,69.0,1.9,4.8,903.24
303,5,18.2,96.0,1.1,3.6,0.0
303,16,31.1,35.0,3.5,10.6,2749.383
303,16,30.0,63.0,3.3,6.3,3275.719
303,13,29.8,57.0,3.7,8.0,2843.617
303,10,25.0,78.0,1.6,4.7,354.11
303,23,20.8,59.0,3.5,11.2,0.0
303,7,22.4,94.0,0.8,1.8,0.0
303,12,28.9,64.0,1.8,3.9,2406.386
303,10,24.6,86.0,1.4,3.8,157.572
303,18,27.1,52.0,4.0,8.4,1714.034
303,11,26.8,78.0,2.2,5.3,854.197
303,10,19.7,77.0,0.7,2.9,54.417
303,5,24.7,83.0,1.3,6.3,0.0
303,14,28.2,61.0,1.4,3.3,2055.781
303,2,16.5,89.0,0.6,2.7,0.0
303,4,23.3,83.0,1.3,3.4,0.0
303,21,22.7,71.0,1.6,5.9,34.235
303,23,23.3,71.0,3.3,9.0,0.0
303,8,18.1,95.0,1.3,2.7,0.0
303,9,21.9,95.0,0.9,1.6,89.229
303,13,30.6,50.0,4.9,9.9,3279.442
303,8,18.1,97.0,1.1,2.5,0.0
303,14,31.4,56.0,5.0,9.9,3832.759
303,23,22.0,69.0,2.4,7.9,0.0
303,12,28.6,63.0,3.3,8.7,1700.074
303,19,25.1,74.0,2.0,6.8,597.234
303,19,25.6,55.0,3.2,8.2,1550.849
303,22,27.0,76.0,2.9,9.1,21.138
303,22,23.0,88.0,2.6,7.2,0.0
303,6,23.4,89.0,1.0,6.2,0.0
303,16,23.5,64.0,3.2,9.0,1140.33
303,23,25.6,82.0,2.3,6.3,0.0
303,13,24.0,70.0,1.1,2.4,501.937
303,7,23.4,96.0,0.8,1.7,0.0
303,18,26.6,75.0,3.5,7.6,1022.562
303,4,21.0,83.0,1.5,3.3,0.0
303,12,30.4,60.0,2.2,6.0,2164.746
303,4,23.0,85.0,1.0,3.1,0.0
303,19,26.2,80.0,1.9,5.5,439.596
303,19,29.4,58.0,4.0,9.5,1961.2
303,12,27.3,51.0,4.8,10.8,2238.714
303,10,20.8,67.0,6.3,13.7,157.568
303,3,19.1,79.0,1.3,2.6,0.0
303,3,24.5,76.0,4.1,9.4,0.0
303,15,27.8,47.0,3.9,8.1,3798.459
303,23,23.2,68.0,1.2,4.5,0.0
303,16,24.8,66.0,2.7,5.4,2445.407
303,23,21.9,80.0,1.6,3.6,0.0
303,23,21.5,86.0,1.1,2.8,0.0
303,19,26.1,38.0,2.9,7.4,1560.248
303,17,24.8,70.0,2.5,6.1,1724.071
303,11,24.7,71.0,4.4,9.5,1446.554
303,8,20.7,87.0,1.5,4.6,0.0
303,5,18.5,92.0,0.6,1.4,0.0
303,17,25.5,63.0,1.9,5.8,1478.451
303,21,24.8,77.0,4.9,11.2,72.425
303,12,28.5,67.0,0.7,2.6,1380.248
303,2,24.0,94.0,0.8,1.3,0.0
303,17,24.4,67.0,3.4,7.4,2182.465
303,18,23.8,81.0,2.7,6.8,1165.543
303,4,25.1,83.0,3.3,7.6,0.0
303,20,26.3,72.0,2.4,6.2,175.972
303,11,19.1,91.0,1.1,2.4,129.134
303,12,22.9,73.0,1.3,2.8,739.225
303,5,20.1,96.0,0.7,3.0,0.0
303,20,25.6,63.0,1.9,6.8,241.488
303,0,23.0,84.0,2.0,5.0,0.0
303,0,23.7,95.0,1.0,1.6,0.0
303,8,21.1,65.0,3.6,10.7,0.0
303,17,21.9,70.0,4.4,11.6,1195.605
303,21,19.0,85.0,1.5,5.7,15.569
303,7,19.9,80.0,2.2,4.2,0.0
303,11,23.1,79.0,1.5,3.0,641.318
303,22,26.3,77.0,1.8,6.1,1.224
303,5,18.4,96.0,1.0,2.1,0.0
303,19,27.6,67.0,2.3,5.3,1320.006
303,22,23.2,67.0,2.5,9.4,0.422
303,6,18.6,96.0,0.7,1.7,0.0
303,2,22.7,96.0,0.8,1.2,0.0
303,8,22.8,90.0,1.6,3.6,0.0
303,9,24.1,92.0,1.1,2.5,232.86
303,22,23.0,83.0,2.2,6.6,0.0
303,19,29.0,61.0,3.1,7.1,1699.24
303,23,20.8,90.0,0.8,2.2,0.0
303,2,18.9,96.0,0.6,1.2,0.0
303,21,22.9,73.0,2.0,7.5,4.821
303,15,30.6,51.0,3.0,5.5,3175.845
303,17,26.8,48.0,3.0,7.2,2613.928
303,20,24.4,69.0,3.4,9.3,344.661
303,1,24.1,93.0,0.8,2.2,0.0
303,21,23.8,66.0,3.2,10.8,92.24
303,14,28.6,65.0,2.1,4.8,2136.152
303,6,18.3,92.0,0.6,2.2,0.0
303,14,29.9,58.0,3.9,9.2,3624.033
303,21,27.2,73.0,2.0,7.4,179.353
303,1,22.2,96.0,1.2,3.3,0.0
303,19,28.5,61.0,5.1,11.0,2013.433
303,23,19.6,91.0,1.1,1.9,0.0
303,5,23.2,96.0,0.8,1.6,0.0
303,2,25.5,90.0,1.1,3.5,0.0
303,14,32.6,49.0,2.7,5.8,3334.316
303,10,23.9,71.0,1.5,3.4,862.579
303,23,21.7,87.0,1.2,4.8,0.0
303,6,15.2,97.0,0.7,1.7,0.0
303,15,22.8,84.0,1.8,5.7,542.897
303,13,26.6,75.0,0.8,3.7,1165.216
303,10,26.3,84.0,1.2,2.4,406.577
303,22,24.4,87.0,0.5,2.4,2.294
303,21,27.0,73.0,3.1,8.9,127.86
303,20,24.0,71.0,3.2,7.8,268.784
303,3,24.6,89.0,0.5,2.6,0.0
303,5,23.2,89.0,1.5,2.6,0.0
303,12,24.6,70.0,2.3,7.2,1176.223
303,23,24.9,88.0,0.3,2.5,0.0
303,15,29.8,63.0,2.3,6.5,2840.723
303,13,27.3,64.0,1.4,4.3,1435.714
303,21,27.6,78.0,1.3,5.5,62.238
303,22,27.8,77.0,3.5,9.4,30.402
303,7,22.2,96.0,1.0,3.9,0.0
303,4,20.1,94.0,0.9,1.6,0.0
303,13,25.8,57.0,3.0,7.0,1547.289
303,6,23.6,96.0,1.0,1.9,0.0
303,10,19.5,96.0,1.2,2.0,149.108
303,14,22.3,75.0,4.1,11.1,925.975
303,0,25.2,84.0,1.5,6.1,0.0
303,17,23.9,78.0,1.2,6.7,686.751
303,14,27.7,71.0,1.7,4.9,2032.734
303,12,26.4,72.0,2.6,6.5,1453.183
303,0,18.5,95.0,0.3,1.7,0.0
303,18,26.0,61.0,2.0,5.4,1792.118
303,23,25.1,76.0,2.0,6.8,0.0
303,13,25.2,62.0,2.5,7.2,1846.33
303,22,23.6,80.0,0.4,3.1,0.0
303,21,22.9,78.0,1.6,4.9,0.0
303,11,26.0,71.0,0.9,4.1,1110.248
303,13,26.4,85.0,2.8,5.4,1307.538
303,3,21.0,94.0,1.1,2.1,0.0
303,15,28.5,44.0,3.1,6.7,2655.453
303,16,30.8,52.0,3.7,8.8,3906.396
303,20,27.6,70.0,2.8,6.5,493.044
303,1,25.9,87.0,2.0,4.9,0.0
303,7,19.8,97.0,1.6,3.1,0.0
303,18,27.6,51.0,4.0,9.6,2060.319
303,18,29.8,53.0,4.1,9.0,2857.145
303,20,24.1,70.0,4.3,10.5,673.208
303,7,17.8,97.0,1.1,2.4,0.0
303,20,28.5,64.0,3.6,8.6,245.356
303,19,25.6,70.0,2.2,6.7,892.026
303,2,20.2,95.0,0.6,1.9,0.0
303,12,30.7,59.0,3.3,6.4,1992.976
303,4,24.7,83.0,1.9,6.7,0.0
303,2,22.2,96.0,1.8,3.6,0.0
303,1,23.3,76.0,1.5,4.6,0.0
303,5,22.2,96.0,0.8,2.4,0.0
303,11,21.7,74.0,1.4,3.4,595.438
303,23,21.8,69.0,2.8,7.8,0.0
303,1,19.9,87.0,0.5,2.0,0.0
303,6,23.2,96.0,0.7,2.7,0.0
303,18,25.1,63.0,3.1,8.2,2166.133
303,9,15.8,97.0,1.2,2.7,0.0
303,14,24.2,75.0,2.2,5.8,1661.166
303,23,19.3,82.0,1.0,3.6,0.0
303,9,17.7,92.0,0.7,2.8,0.0
303,2,24.3,84.0,1.7,4.8,0.0
303,20,26.2,92.0,1.1,6.2,309.613
303,10,26.7,64.0,3.5,8.9,993.127
303,5,25.2,89.0,1.3,4.3,0.0
303,4,23.4,95.0,0.9,1.4,0.0
303,5,19.6,65.0,2.3,5.6,0.0
303,14,28.2,56.0,3.5,7.9,2232.871
303,7,22.6,96.0,0.9,1.8,0.0
303,6,18.6,97.0,1.1,2.8,0.0
303,23,23.2,74.0,0.6,2.2,0.0
303,2,21.3,94.0,1.3,6.0,0.0
303,4,21.9,82.0,1.5,4.4,0.0
303,15,23.9,59.0,2.9,9.1,1291.6
303,6,20.0,97.0,1.2,2.0,0.0
303,7,17.7,95.0,1.6,3.7,0.0
303,9,19.3,88.0,0.5,2.1,83.614
303,20,22.4,78.0,1.2,5.5,194.906
303,18,26.3,63.0,2.6,7.2,1961.329
303,13,31.2,51.0,2.7,5.8,2712.068
303,7,23.1,66.0,1.4,4.2,0.0
303,19,27.1,61.0,3.6,9.3,1098.536
303,13,27.3,50.0,3.7,7.4,2583.448
303,5,17.7,96.0,0.7,2.3,0.0
303,21,25.3,77.0,1.6,7.6,65.771
303,16,25.6,66.0,2.8,6.0,2467.215
303,5,25.4,83.0,2.6,7.3,0.0
303,11,25.4,77.0,2.1,5.4,442.108
303,0,26.8,81.0,0.6,3.2,0.0
303,22,22.6,88.0,2.0,4.8,0.0
303,23,26.3,77.0,1.3,4.5,0.0
303,6,23.5,83.0,1.5,3.3,0.0
303,2,27.0,77.0,1.3,4.1,0.0
303,11,22.9,80.0,1.9,3.5,916.043
303,21,23.7,69.0,1.5,3.2,14.43
303,1,21.9,71.0,2.1,4.7,0.0
303,9,23.3,96.0,0.6,1.0,33.218
303,8,19.3,96.0,0.8,2.5,0.0
303,20,28.0,65.0,3.8,8.5,1352.055
303,0,20.4,92.0,0.8,2.4,0.0
303,21,27.7,74.0,2.5,7.7,78.836
303,0,20.2,92.0,0.6,1.6,0.0
303,2,24.2,86.0,0.6,3.3,0.0
303,17,28.8,54.0,3.6,8.6,3215.38
303,12,20.9,79.0,1.4,2.7,529.806
303,11,28.8,66.0,2.4,5.3,1678.549
303,8,23.1,90.0,0.6,1.8,0.0
303,13,24.1,64.0,1.6,4.4,1247.005
303,2,25.5,82.0,1.7,5.6,0.0
303,23,25.4,73.0,3.0,7.4,0.0
303,0,22.2,83.0,0.9,5.9,0.0
303,3,18.4,93.0,0.8,2.2,0.0
303,12,25.7,58.0,4.3,7.4,2449.317
303,1,24.4,79.0,2.3,7.4,0.0
303,12,27.2,74.0,2.0,5.5,998.907
303,3,18.9,84.0,1.2,2.2,0.0
303,0,22.2,86.0,1.1,3.5,0.0
303,14,30.3,47.0,2.5,7.1,2943.164
303,1,19.3,90.0,0.8,2.8,0.0
303,19,27.2,70.0,3.1,7.3,1045.808
303,8,19.5,82.0,1.1,4.2,0.0
303,15,30.7,65.0,3.9,8.0,3645.499
303,22,27.4,78.0,3.1,6.7,0.0
303,15,27.5,52.0,3.0,7.3,2719.761
303,12,28.4,52.0,4.9,10.7,2687.595
303,12,26.8,75.0,1.1,3.2,1736.002
303,16,27.0,67.0,1.8,4.1,2006.913
303,21,22.8,65.0,1.9,7.2,61.937
303,13,26.9,74.0,2.0,5.0,3112.472
303,21,26.5,75.0,1.1,3.7,179.326
303,4,21.7,92.0,1.0,1.5,0.0
303,1,25.9,77.0,3.7,8.9,0.0
303,3,22.3,94.0,1.6,6.9,0.0
303,17,30.4,64.0,3.6,7.8,3201.591
303,15,25.7,85.0,2.8,8.7,867.241
303,12,27.1,68.0,2.7,5.9,1669.361
303,7,22.4,96.0,1.3,2.7,0.0
303,1,23.6,89.0,0.7,2.8,0.0
303,11,21.7,90.0,3.9,11.0,227.411
303,23,28.1,66.0,2.9,6.4,0.0
303,12,24.0,72.0,0.9,1.8,1309.19
303,18,27.0,73.0,1.2,3.9,1269.694
303,8,21.3,83.0,2.8,8.0,0.0
303,18,24.1,89.0,2.2,5.5,301.453
303,10,24.1,71.0,2.7,5.0,877.797
303,22,26.7,77.0,1.5,6.4,0.0
303,18,27.7,62.0,4.7,11.6,2434.333
303,12,22.7,76.0,0.6,3.3,1124.574
303,21,25.3,81.0,0.5,2.6,225.701
303,15,27.6,53.0,3.1,9.9,2672.478
303,16,29.6,60.0,4.2,8.6,2931.86
303,7,23.7,94.0,0.3,1.8,0.0
303,7,20.0,97.0,0.8,2.2,0.0
303,3,25.3,82.0,1.9,6.3,0.0
303,19,29.2,50.0,3.9,8.8,996.068
303,10,22.3,95.0,0.5,2.3,115.053
303,1,22.3,79.0,1.1,5.1,0.0
303,16,29.5,61.0,3.3,7.9,3693.965
303,7,23.4,84.0,1.0,4.2,0.0
303,2,24.0,96.0,1.3,3.0,0.0
303,23,22.8,89.0,0.9,1.9,0.0
303,22,20.7,92.0,0.9,2.9,0.0
303,3,19.7,87.0,0.4,3.0,0.0
303,1,19.9,83.0,0.7,5.4,0.0
303,19,29.8,51.0,3.2,6.9,2036.812
303,11,26.8,72.0,3.2,7.5,1065.096
303,15,31.1,43.0,3.5,7.1,3111.665
303,21,26.8,74.0,2.5,7.0,256.85
303,13,25.1,55.0,1.0,2.8,1898.7
303,7,21.3,88.0,1.3,2.9,0.0
303,21,21.9,76.0,2.6,10.1,37.24
303,7,24.1,95.0,0.9,2.1,0.0
303,23,26.4,84.0,0.7,3.7,0.0
303,15,30.3,60.0,2.2,3.8,3414.423
303,19,22.5,53.0,1.5,4.5,566.552
303,1,26.3,76.0,3.4,6.2,0.0
303,0,19.2,83.0,1.5,4.2,0.0
303,17,32.5,52.0,3.4,7.1,3571.196
303,14,21.2,66.0,1.4,4.7,407.048
303,0,24.9,94.0,0.7,1.7,0.0
303,21,25.3,74.0,2.4,7.1,64.577
303,17,30.3,65.0,4.5,11.2,3659.953
303,3,21.3,97.0,0.8,3.7,0.0
303,20,29.8,69.0,3.4,10.3,1105.987
303,10,17.7,90.0,1.8,3.4,67.112
303,1,21.9,82.0,1.1,5.5,0.0
303,10,17.3,97.0,0.9,1.9,40.087
303,15,23.0,65.0,2.2,5.8,943.203
303,13,30.5,50.0,2.8,6.7,2787.134
303,18,27.1,73.0,2.0,6.3,1428.785
303,18,26.7,59.0,4.8,8.8,1753.234
303,19,25.6,51.0,5.1,11.4,1588.596
303,5,22.2,84.0,1.7,5.7,0.0
303,7,22.3,97.0,0.9,2.0,0.0
303,7,24.2,90.0,1.1,2.5,0.0
303,22,22.3,96.0,0.5,1.4,5.572
303,14,31.8,57.0,1.8,5.5,3136.052
303,6,22.8,96.0,0.7,2.3,0.0
303,9,22.7,95.0,0.7,1.8,46.293
303,1,25.3,87.0,1.4,2.9,0.0
303,17,30.6,62.0,2.3,5.6,1989.705
303,12,19.2,97.0,1.3,2.4,451.265
303,23,19.2,92.0,0.8,1.5,0.0
303,9,15.7,97.0,0.4,1.2,0.0
303,16,26.8,79.0,2.8,5.7,2048.182
303,9,21.0,68.0,2.9,9.5,0.0
303,3,23.2,86.0,2.0,4.3,0.0
303,9,24.8,88.0,3.1,6.7,175.353
303,17,34.1,49.0,4.5,8.7,3552.566
303,20,28.1,65.0,4.4,10.9,1258.655
303,9,16.1,96.0,0.9,1.5,0.0
303,21,26.0,68.0,3.1,7.5,290.468
303,12,28.7,65.0,3.8,8.1,2201.882
303,3,23.4,92.0,1.4,3.0,0.0
303,16,25.8,65.0,2.3,6.4,1554.985
303,21,27.2,76.0,4.1,11.5,296.786
303,9,21.2,84.0,0.3,4.0,25.097
303,8,18.5,96.0,0.4,2.1,0.0
303,4,25.6,82.0,2.9,6.0,0.0
303,0,26.2,81.0,2.5,6.5,0.0
303,12,24.8,63.0,2.4,3.9,1457.686
303,1,20.8,91.0,0.9,2.5,0.0
303,1,22.0,93.0,0.4,1.9,0.0
303,13,30.6,61.0,3.0,5.7,1982.748
303,15,31.7,56.0,3.9,7.9,2493.951
303,9,24.4,96.0,0.5,1.1,52.288
303,0,25.5,83.0,0.5,3.2,0.0
303,20,26.1,73.0,4.1,8.4,544.903
303,15,26.5,42.0,4.7,10.0,3651.061
303,11,24.2,77.0,3.3,5.8,995.764
303,12,25.4,53.0,3.1,6.5,2458.778
303,17,21.9,64.0,2.7,6.4,814.806
303,0,23.3,94.0,0.3,1.5,0.0
303,17,30.5,36.0,4.1,10.0,2974.57
303,9,18.5,95.0,1.1,2.8,7.8
303,6,22.2,83.0,1.2,5.6,0.0
303,8,18.7,96.0,1.1,2.3,0.0
303,10,21.5,96.0,1.4,4.3,126.812
303,14,26.8,78.0,1.7,3.4,1617.209
303,7,21.2,92.0,1.0,5.6,0.0
303,15,27.2,57.0,3.2,6.9,2890.14
303,18,30.0,51.0,2.7,5.7,1745.366
303,14,31.2,55.0,2.6,7.3,2861.27
303,3,25.2,87.0,1.1,3.4,0.0
303,0,23.4,81.0,2.7,6.9,0.0
303,1,24.2,85.0,1.2,4.4,0.0
303,0,23.8,93.0,0.8,2.3,0.0
303,10,18.1,79.0,1.8,3.5,261.598
303,0,24.4,89.0,1.3,2.9,0.0
303,14,26.3,85.0,2.8,5.0,1523.556
303,11,23.7,83.0,0.3,2.8,723.54
303,1,25.2,82.0,1.6,4.0,0.0
303,13,29.8,63.0,4.2,10.0,3292.483
303,10,18.9,97.0,1.4,2.2,49.316
303,16,24.5,54.0,3.1,6.2,3067.3
303,12,28.9,68.0,2.4,7.5,2010.111
303,17,29.1,68.0,3.1,6.6,2931.225
303,18,22.5,76.0,2.3,5.5,715.715
303,18,28.2,74.0,1.6,5.9,310.968
303,17,29.8,70.0,2.8,6.9,2882.326
303,15,28.3,73.0,3.4,7.1,3736.624
303,13,27.9,50.0,2.9,8.0,2567.891
303,11,27.9,67.0,1.5,3.2,1048.717
303,17,26.1,60.0,3.9,7.8,2626.314
303,9,21.3,89.0,1.6,3.3,0.0
303,12,29.7,51.0,4.5,9.1,2698.147
303,19,29.7,59.0,3.3,8.1,1900.546
303,21,26.8,71.0,1.2,5.5,25.523
303,4,21.5,95.0,0.7,1.6,0.0
303,6,21.0,73.0,1.0,3.4,0.0
303,23,26.0,84.0,1.2,3.8,0.0
303,12,28.0,72.0,3.0,7.3,1895.529
303,2,22.1,81.0,1.2,4.8,0.0
303,19,27.7,50.0,3.0,6.7,1047.307
303,9,24.8,86.0,0.9,1.9,0.955
303,15,31.2,53.0,2.0,4.4,2807.837
303,21,23.0,80.0,0.6,5.3,0.519
303,15,28.5,66.0,2.7,5.1,2989.465
303,10,17.9,95.0,1.6,3.1,88.336
303,3,18.0,96.0,1.0,1.9,0.0
303,7,20.2,77.0,0.9,3.3,0.0
303,7,22.6,92.0,1.3,3.0,0.0
303,18,26.7,67.0,3.4,7.9,1458.839
303,18,29.4,66.0,3.8,9.8,2807.615
303,12,25.8,84.0,0.9,2.3,803.261
303,19,25.3,58.0,4.0,10.5,1588.316
303,16,21.7,73.0,4.1,13.5,980.994
303,16,29.9,45.0,3.0,6.0,2555.014
303,4,22.7,83.0,4.1,8.3,0.0
303,1,25.8,81.0,1.5,3.8,0.0
303,21,24.7,79.0,2.2,6.1,232.759
303,13,24.4,66.0,1.7,4.0,1611.904
303,12,27.5,65.0,1.9,4.3,1489.287
303,3,24.5,80.0,1.7,4.2,0.0
303,7,22.9,94.0,1.0,2.0,0.0
303,5,24.0,81.0,1.6,4.7,0.0
303,11,26.0,82.0,1.4,2.5,856.191
303,6,18.1,96.0,1.0,2.4,0.0
303,14,28.7,56.0,3.2,8.0,2569.235
303,14,24.7,66.0,0.7,3.9,1320.513
303,16,24.3,85.0,3.0,6.7,609.85
303,8,23.4,96.0,0.7,2.5,0.0
303,14,30.4,62.0,2.9,5.9,3004.344
303,15,30.8,47.0,1.6,4.4,2904.31
303,20,23.3,67.0,2.4,7.1,371.105
303,18,23.9,69.0,2.9,8.4,1945.254
303,15,25.2,81.0,1.9,4.6,773.44
303,0,23.6,91.0,0.5,5.3,0.0
303,22,24.4,81.0,1.2,5.0,0.0
303,23,21.3,87.0,0.9,3.1,0.0
303,11,22.0,79.0,1.9,4.1,599.676
303,5,26.0,77.0,2.2,5.5,0.0
303,10,23.4,91.0,1.3,3.1,138.33
303,9,22.9,94.0,0.8,2.1,30.239
303,20,28.3,67.0,3.2,6.9,643.827
303,7,24.0,79.0,2.1,5.2,0.0
303,6,19.6,94.0,0.8,2.5,0.0
303,18,28.0,50.0,4.3,9.7,2225.35
303,0,25.8,85.0,1.2,4.0,0.0
303,15,27.8,53.0,3.7,7.1,3782.006
303,11,27.1,60.0,3.0,9.0,2027.21
303,6,24.9,83.0,1.1,3.8,0.0
303,8,18.1,93.0,1.3,2.3,0.0
303,10,16.5,96.0,1.5,3.3,167.882
303,3,21.6,96.0,0.9,1.6,0.0
303,21,24.7,72.0,1.4,6.5,6.091
303,2,21.5,72.0,1.1,4.3,0.0
303,11,21.6,86.0,1.1,2.9,1042.002
303,18,23.1,72.0,1.3,4.9,499.171
303,21,26.2,75.0,1.4,4.7,11.075
303,16,29.0,56.0,4.2,9.9,3501.665
303,0,24.3,91.0,0.9,1.8,0.0
303,21,26.7,76.0,2.0,7.7,285.054
303,15,32.8,47.0,3.2,6.3,3402.192
303,2,24.9,81.0,1.8,5.0,0.0
303,15,28.7,64.0,1.9,5.3,2362.636
303,20,27.9,70.0,1.6,5.1,1030.929
303,2,23.8,90.0,0.7,4.4,0.0
303,4,20.7,95.0,0.9,2.6,0.0
303,1,22.8,95.0,0.9,2.1,0.0
303,2,22.8,96.0,0.6,2.5,0.0
303,18,28.8,71.0,3.3,6.3,2870.298
